ipaddr,machineclass,machinefunction,businessunit,facility,latitude,longitude
172.53.67.2,server,multiple,region-46,branch6,17.092705,-119.52668
172.35.128.44,workstation,loan,region-16,branch2,22.924854,-86.616875
172.35.155.31,workstation,teller,region-16,branch11,19.442259,-89.44264
172.19.107.2,atm,,region-5,branch90,23.242233,-79.25658
172.18.119.2,server,multiple,region-5,branch10,16.58107,-84.94496
172.53.73.4,server,compute,region-46,branch8,17.801874,-122.24078
172.53.72.7,atm,,region-46,branch7,17.670555,-125.88336
172.53.77.31,workstation,loan,region-46,branch9,17.041693,-122.1609
172.35.130.2,server,multiple,region-16,branch3,17.779747,-87.53334
172.8.213.208,workstation,office,region-45,headquarters,19.736689,-112.19832
172.19.128.9,atm,,region-5,branch97,26.255253,-76.26967
172.19.134.2,atm,,region-5,branch99,16.578825,-79.99088
172.53.202.2,server,file server,region-47,branch1,4.2521996,-124.254776
172.35.194.2,workstation,office,region-16,branch24,20.754675,-86.476425
172.53.207.6,atm,,region-47,branch2,7.5608845,-123.312256
172.53.233.40,workstation,office,region-47,branch11,6.4386635,-123.454765
172.53.236.27,workstation,loan,region-47,branch12,5.967544,-122.41824
172.53.241.37,server,compute,region-47,branch14,5.329127,-124.46944
172.35.134.45,workstation,loan,region-16,branch4,23.280037,-88.37313
172.35.216.2,atm,,region-16,branch31,17.484919,-87.865524
172.53.208.2,server,email,region-47,branch3,6.9153256,-124.13886
172.35.136.2,server,web,region-16,branch5,18.775059,-86.8873
172.35.246.2,atm,,region-16,branch41,20.259722,-85.893394
172.54.26.25,server,web,region-47,branch27,7.7909994,-124.124664
172.36.13.2,atm,,region-16,branch48,23.11961,-85.4281
172.35.139.2,server,multiple,region-16,branch6,24.487541,-89.32456
172.54.52.2,atm,,region-47,branch35,7.014946,-124.155365
172.35.146.46,workstation,office,region-16,branch8,15.234055,-89.95495
172.35.149.32,workstation,office,region-16,branch9,23.524187,-89.00083
172.54.68.2,server,multiple,region-47,branch41,3.948982,-124.86398
172.53.215.40,workstation,office,region-47,branch5,8.908137,-121.28508
172.8.131.210,workstation,office,region-15,headquarters,29.082535,-98.458496
172.6.137.152,server,web,region-5,headquarters,24.160805,-79.395386
172.36.20.28,server,web,region-17,branch1,28.939693,-88.26936
172.53.217.2,server,email,region-47,branch6,6.6940737,-122.500374
172.36.25.8,atm,,region-17,branch2,26.913668,-89.291985
172.36.51.43,workstation,loan,region-17,branch11,33.083923,-89.91926
172.53.221.39,workstation,office,region-47,branch7,5.4062047,-122.58245
172.36.56.2,server,multiple,region-17,branch13,27.114641,-90.26833
172.36.54.30,workstation,loan,region-17,branch12,27.559668,-88.55945
172.53.224.24,workstation,teller,region-47,branch8,6.809844,-121.50276
172.54.98.2,server,file server,region-48,branch1,11.986487,-128.8476
172.36.67.2,atm,,region-17,branch16,26.212307,-90.13399
172.54.103.6,atm,,region-48,branch2,10.112537,-129.50658
172.54.129.41,workstation,loan,region-48,branch11,12.3597355,-125.57404
172.54.132.26,workstation,office,region-48,branch12,12.659925,-126.078995
172.36.26.2,server,file server,region-17,branch3,28.773924,-89.67175
172.54.137.40,server,email,region-48,branch14,11.875135,-124.2904
172.54.151.2,atm,,region-48,branch18,11.51998,-125.83797
172.54.104.2,server,multiple,region-48,branch3,9.442751,-126.8874
172.36.95.32,server,web,region-17,branch26,33.808277,-86.87705
172.36.106.2,atm,,region-17,branch29,33.41745,-88.1462
172.54.173.35,server,web,region-48,branch26,11.365289,-129.13535
172.36.115.8,atm,,region-17,branch32,34.186993,-87.20614
172.36.121.2,atm,,region-17,branch34,30.245262,-89.092834
172.54.107.2,server,multiple,region-48,branch4,12.802884,-126.1737
172.54.199.2,atm,,region-48,branch34,12.024494,-125.815704
172.36.33.26,workstation,office,region-17,branch5,31.118328,-89.853134
172.54.208.2,atm,,region-48,branch37,11.756813,-128.95435
172.36.35.2,server,multiple,region-17,branch6,34.611435,-87.30269
172.36.39.44,workstation,teller,region-17,branch7,34.57125,-85.34322
172.36.42.32,workstation,teller,region-17,branch8,27.12312,-86.72532
172.36.170.2,server,multiple,region-18,branch1,38.266865,-80.35048
172.54.113.2,server,multiple,region-48,branch6,13.37019,-124.41063
172.54.116.2,server,multiple,region-48,branch7,11.866104,-129.98633
172.54.119.2,server,email,region-48,branch8,12.633543,-127.47703
172.36.202.2,atm,,region-18,branch11,35.068466,-82.51323
172.36.204.35,workstation,loan,region-18,branch12,31.542253,-82.75864
172.8.218.40,server,web,region-47,headquarters,4.941736,-124.973816
172.36.176.2,server,multiple,region-18,branch3,35.18914,-77.81305
172.36.235.2,atm,,region-18,branch22,33.858242,-79.09587
172.8.223.248,workstation,office,region-48,headquarters,13.021288,-127.18754
172.54.249.33,workstation,office,region-49,branch1,1.2657636,-136.75407
172.55.35.7,atm,,region-49,branch14,-0.8942651,-133.16776
172.36.179.2,server,web,region-18,branch4,37.876972,-77.28083
172.55.37.44,workstation,office,region-49,branch15,-0.3161695,-134.06
172.37.11.2,atm,,region-18,branch32,32.249638,-73.11505
172.54.254.2,server,web,region-49,branch3,-1.3095222,-135.0706
172.55.66.28,server,multiple,region-49,branch25,-0.31800413,-139.53722
172.55.71.9,atm,,region-49,branch26,1.2799126,-137.44368
172.55.80.2,atm,,region-49,branch29,-3.7995253,-131.65906
172.55.3.2,server,multiple,region-49,branch4,0.5001158,-136.21655
172.37.51.2,server,multiple,region-18,branch46,37.7303,-70.83169
172.36.186.41,workstation,teller,region-18,branch6,38.506687,-80.98213
172.36.189.31,workstation,office,region-18,branch7,37.215824,-73.21489
172.55.110.2,atm,,region-49,branch39,1.8451966,-131.40674
172.55.6.2,server,web,region-49,branch5,-5.5755415,-131.75833
172.8.134.2,server,file server,region-17,headquarters,30.386446,-88.75511
172.55.10.32,workstation,loan,region-49,branch6,-1.7439672,-134.81456
172.37.66.33,server,web,region-19,branch1,40.949448,-71.54381
172.55.15.26,server,multiple,region-49,branch8,-2.7110786,-132.55171
172.55.20.6,atm,,region-49,branch9,-1.2149305,-129.01717
172.37.98.3,atm,,region-19,branch11,45.077118,-74.46651
172.37.100.38,workstation,office,region-19,branch12,40.768753,-80.187675
172.55.145.30,workstation,teller,region-50,branch1,21.70538,-133.30626
172.55.182.10,atm,,region-50,branch13,19.235207,-134.94383
172.55.184.44,workstation,office,region-50,branch14,22.923676,-134.92212
172.55.187.31,workstation,loan,region-50,branch15,18.748508,-134.99548
172.37.72.2,server,file server,region-19,branch3,44.471558,-85.70593
172.55.191.2,atm,,region-50,branch16,20.730068,-133.84038
172.55.150.2,server,multiple,region-50,branch3,19.22101,-132.01646
172.37.146.2,atm,,region-19,branch27,40.21372,-79.18032
172.37.75.2,server,file server,region-19,branch4,44.134193,-72.615486
172.55.154.31,workstation,office,region-50,branch4,22.532917,-132.31279
172.37.179.2,atm,,region-19,branch38,42.240616,-87.56466
172.55.249.2,server,multiple,region-50,branch36,19.392536,-132.16542
172.37.78.2,server,file server,region-19,branch5,45.96536,-88.77222
172.37.194.2,atm,,region-19,branch43,42.071346,-77.79591
172.55.157.31,workstation,loan,region-50,branch5,20.212887,-132.48596
172.37.207.2,server,multiple,region-19,branch48,40.126064,-71.5811
172.37.81.2,server,email,region-19,branch6,40.637486,-72.45119
172.37.86.6,atm,,region-19,branch7,41.05685,-75.40928
172.37.88.41,workstation,teller,region-19,branch8,41.845028,-87.355125
172.56.39.2,atm,,region-50,branch50,20.37022,-132.25641
172.55.159.2,server,multiple,region-50,branch6,22.843441,-134.54272
172.37.91.27,workstation,loan,region-19,branch9,44.03498,-80.18703
172.37.217.2,workstation,office,region-20,branch1,52.299618,-85.6202
172.55.163.43,workstation,loan,region-50,branch7,21.948984,-133.77646
172.55.166.31,workstation,loan,region-50,branch8,20.786442,-132.7242
172.37.249.2,server,web,region-20,branch12,60.31428,-82.2497
172.37.248.5,atm,,region-20,branch11,55.233276,-76.21724
172.37.253.25,workstation,office,region-20,branch13,50.966625,-84.684784
172.8.227.184,workstation,teller,region-49,headquarters,-0.24566217,-136.0792
172.38.35.23,workstation,office,region-20,branch25,54.723797,-79.171875
172.20.184.2,server,multiple,region-6,branch1,23.046062,-96.94384
172.20.189.6,atm,,region-6,branch2,21.854235,-94.15066
172.20.215.42,workstation,office,region-6,branch11,21.879877,-91.15942
172.38.48.2,atm,,region-20,branch29,52.46413,-86.98972
172.20.218.41,workstation,loan,region-6,branch12,17.734135,-96.23608
172.37.229.24,workstation,office,region-20,branch5,51.525085,-82.935875
172.20.220.2,server,file server,region-6,branch13,19.154509,-95.81706
172.37.231.3,server,web,region-20,branch6,51.844845,-85.27388
172.37.235.30,workstation,teller,region-20,branch7,50.297104,-86.89385
172.37.241.2,workstation,loan,region-20,branch9,56.07698,-83.50656
172.20.223.2,server,file server,region-6,branch14,21.584972,-98.20016
172.8.141.169,workstation,office,region-19,headquarters,43.2095,-77.99721
172.8.144.242,workstation,office,region-20,headquarters,54.03607,-84.33614
172.38.115.2,server,multiple,region-21,branch2,55.09299,-59.850048
172.38.113.39,workstation,office,region-21,branch1,56.62959,-58.601288
172.22.92.2,atm,,region-6,branch139,18.392231,-97.75266
172.22.97.4,workstation,loan,region-6,branch141,18.26198,-97.35287
172.38.152.50,workstation,loan,region-21,branch14,56.100655,-60.131794
172.38.155.33,workstation,office,region-21,branch15,55.048733,-56.639233
172.38.119.31,workstation,office,region-21,branch3,55.910435,-58.342392
172.22.122.8,atm,,region-6,branch149,23.662897,-90.58742
172.38.183.7,atm,,region-21,branch24,57.901535,-58.623924
172.22.137.3,atm,,region-6,branch154,15.462816,-101.832985
172.38.122.46,workstation,office,region-21,branch4,56.152504,-60.947365
172.38.216.2,atm,,region-21,branch35,56.288883,-58.472145
172.22.167.5,atm,,region-6,branch164,22.746094,-93.60403
172.38.125.47,workstation,loan,region-21,branch5,57.70967,-60.256966
172.38.237.2,atm,,region-21,branch42,56.486347,-60.19472
172.39.3.9,workstation,loan,region-21,branch49,56.234306,-57.85174
172.38.127.2,server,web,region-21,branch6,56.637295,-60.7861
172.20.238.2,server,multiple,region-6,branch19,19.056274,-100.36962
172.38.132.3,atm,,region-21,branch7,57.20725,-57.335243
172.38.134.38,workstation,office,region-21,branch8,57.724617,-57.51714
172.38.137.26,workstation,loan,region-21,branch9,56.322586,-59.544575
172.22.221.2,atm,,region-6,branch182,18.056414,-101.4802
172.39.9.2,workstation,teller,region-22,branch1,48.649567,-63.401073
172.39.40.11,atm,,region-22,branch11,53.15318,-61.438725
172.39.42.44,workstation,loan,region-22,branch12,52.87388,-58.482513
172.39.45.30,workstation,teller,region-22,branch13,50.978874,-58.104645
172.39.51.6,workstation,office,region-22,branch15,51.73035,-62.308655
172.20.243.2,atm,,region-6,branch20,14.885166,-93.51255
172.39.14.2,server,web,region-22,branch3,50.743153,-65.004456
172.23.5.44,workstation,loan,region-6,branch195,15.1969,-94.88107
172.20.190.2,server,multiple,region-6,branch3,14.847454,-101.49487
172.39.91.2,atm,,region-22,branch28,49.76242,-58.22643
172.20.249.2,atm,,region-6,branch22,23.0607,-95.34349
172.39.17.2,server,multiple,region-22,branch4,51.065426,-60.233707
172.21.10.8,atm,,region-6,branch27,21.382742,-95.62066
172.20.194.7,workstation,loan,region-6,branch4,20.993847,-90.67575
172.39.124.2,atm,,region-22,branch39,47.826786,-58.571625
172.39.20.2,server,multiple,region-22,branch5,53.587284,-57.03095
172.39.148.2,atm,,region-22,branch47,52.795177,-61.49532
172.20.197.37,workstation,office,region-6,branch5,17.296644,-101.08208
172.21.51.36,workstation,loan,region-6,branch41,15.395164,-100.79027
172.21.54.20,workstation,loan,region-6,branch42,16.435776,-101.43368
172.39.154.2,atm,,region-22,branch49,50.399223,-62.329575
172.39.29.39,server,multiple,region-22,branch8,52.939724,-57.963524
172.20.199.2,server,multiple,region-6,branch6,14.240875,-102.673676
172.8.146.246,workstation,office,region-21,headquarters,56.50491,-57.54962
172.8.148.80,server,web,region-22,headquarters,51.14698,-61.969547
172.21.90.26,workstation,loan,region-6,branch54,14.1743355,-93.088974
172.39.158.2,server,file server,region-23,branch1,45.774345,-63.24498
172.21.100.9,atm,,region-6,branch57,19.790407,-94.978806
172.20.202.2,server,multiple,region-6,branch7,14.25561,-90.028534
172.39.162.49,workstation,loan,region-23,branch2,36.038826,-64.19792
172.21.118.2,atm,,region-6,branch63,20.260523,-91.82313
172.39.202.10,atm,,region-23,branch15,42.610897,-67.61251
172.39.164.2,server,file server,region-23,branch3,39.742943,-60.591393
172.21.136.2,atm,,region-6,branch69,17.890213,-100.326256
172.21.154.2,atm,,region-6,branch75,18.52006,-96.389206
172.39.238.2,atm,,region-23,branch27,38.662277,-62.508476
172.39.167.2,server,file server,region-23,branch4,35.219265,-65.412674
172.20.209.25,workstation,office,region-6,branch9,14.784202,-97.45021
172.39.253.2,atm,,region-23,branch32,36.162056,-66.8236
172.21.181.8,atm,,region-6,branch84,17.516956,-96.12081
172.21.184.2,atm,,region-6,branch85,17.880116,-103.74259
172.40.18.3,server,email,region-23,branch39,42.541824,-62.31661
172.39.170.2,server,web,region-23,branch5,45.38069,-60.85215
172.40.26.2,atm,,region-23,branch41,39.864243,-66.73364
172.20.212.46,workstation,office,region-6,branch10,17.449915,-91.063065
172.21.203.2,server,multiple,region-6,branch92,14.864281,-102.63221
172.21.212.17,server,email,region-6,branch95,18.464352,-97.73293
172.40.48.2,server,email,region-23,branch49,36.528908,-66.567986
172.39.179.29,server,multiple,region-23,branch8,39.373623,-63.593708
172.40.55.36,workstation,teller,region-24,branch1,37.199997,-53.83238
172.40.58.27,workstation,teller,region-24,branch2,39.498543,-53.12637
172.40.95.10,atm,,region-24,branch14,47.077442,-54.920982
172.40.97.44,workstation,loan,region-24,branch15,48.337563,-53.0862
172.40.101.2,atm,,region-24,branch16,41.28171,-54.48261
172.40.119.2,atm,,region-24,branch22,37.971,-51.742058
172.40.64.39,workstation,teller,region-24,branch4,37.622143,-54.151978
172.40.67.48,workstation,teller,region-24,branch5,45.70677,-51.15787
172.40.176.2,atm,,region-24,branch41,45.200474,-52.151974
172.40.194.2,atm,,region-24,branch47,42.897182,-51.96581
172.40.69.2,server,multiple,region-24,branch6,37.632824,-54.94463
172.40.73.43,workstation,office,region-24,branch7,43.445843,-53.896072
172.40.76.33,workstation,teller,region-24,branch8,44.66011,-52.804024
172.40.79.41,workstation,loan,region-24,branch9,40.973648,-51.86551
172.6.223.97,server,web,region-6,headquarters,19.480028,-97.402725
172.8.154.190,workstation,office,region-23,headquarters,37.895767,-63.77105
172.41.100.2,server,file server,region-26,branch1,22.068165,-56.372353
172.41.104.40,workstation,teller,region-26,branch2,18.006521,-56.732113
172.41.131.28,workstation,office,region-26,branch11,19.641815,-57.575798
172.41.144.4,atm,,region-26,branch15,20.959,-60.449795
172.41.106.2,server,compute,region-26,branch3,18.535206,-58.94343
172.41.162.2,atm,,region-26,branch21,17.354427,-57.99923
172.41.174.9,atm,,region-26,branch25,21.020647,-58.099266
172.41.184.40,server,email,region-26,branch29,19.603882,-58.188786
172.41.109.2,server,compute,region-26,branch4,17.366772,-59.267174
172.41.112.2,server,multiple,region-26,branch5,17.941225,-56.56233
172.41.115.2,server,multiple,region-26,branch6,21.25811,-56.06763
172.41.120.6,atm,,region-26,branch7,20.286865,-57.7877
172.41.122.43,workstation,loan,region-26,branch8,19.71511,-56.0393
172.41.125.28,workstation,teller,region-26,branch9,20.937454,-58.51247
172.8.162.190,workstation,office,region-26,headquarters,23.624063,-58.180115
172.42.26.2,server,multiple,region-27,branch11,12.513887,-67.466194
172.41.254.48,workstation,teller,region-27,branch2,20.575415,-68.52232
172.42.40.9,atm,,region-27,branch15,13.527352,-67.86029
172.42.46.2,atm,,region-27,branch17,18.407595,-69.34752
172.42.2.2,server,web,region-27,branch3,13.655506,-71.36117
172.42.61.2,atm,,region-27,branch22,12.906123,-71.6374
172.42.5.2,server,multiple,region-27,branch4,12.923316,-73.26504
172.42.94.2,atm,,region-27,branch33,15.28822,-70.84335
172.42.97.2,atm,,region-27,branch34,17.331928,-71.43172
172.42.142.2,atm,,region-27,branch49,15.653229,-71.78922
172.42.11.2,server,multiple,region-27,branch6,12.934362,-73.12725
172.42.19.10,atm,,region-27,branch8,18.431883,-70.12349
172.42.21.47,workstation,teller,region-27,branch9,21.834715,-70.380325
172.42.146.2,server,multiple,region-28,branch1,11.155513,-65.50807
172.42.151.2,atm,,region-28,branch2,15.4489565,-62.173664
172.42.183.51,workstation,office,region-28,branch13,16.26436,-62.813744
172.42.186.37,workstation,office,region-28,branch14,6.935473,-64.87233
172.42.189.23,workstation,teller,region-28,branch15,5.073208,-63.507824
172.42.153.24,workstation,loan,region-28,branch3,14.006908,-65.7563
172.42.207.12,workstation,office,region-28,branch21,15.373448,-65.09028
172.23.22.2,server,email,region-7,branch1,1.9010421,-71.66116
172.23.27.2,atm,,region-7,branch2,-0.17020155,-72.023476
172.23.53.40,workstation,office,region-7,branch11,1.3291907,-74.68938
172.23.55.2,server,multiple,region-7,branch12,0.04851179,-75.65905
172.42.244.4,atm,,region-28,branch33,12.696536,-64.83681
172.24.101.2,server,multiple,region-7,branch112,0.9207529,-78.44687
172.24.104.2,server,multiple,region-7,branch113,1.8689232,-67.359276
